trip_id,driver_id,driver_name,origin,destination,distance_km,pickup_time,delivery_time,actual_delivery_time,status,fuel_cost,driver_pay,maintenance_cost,toll_cost,load_value,profit_margin,vehicle_id,vehicle_type,violation_count,speeding_incidents,gps_start_lat,gps_start_lon,gps_end_lat,gps_end_lon,weather_condition
4058,114,Driver_114,Los Angeles,Atlanta,269.91,2025-08-28 23:03:13.130196,2025-08-31 12:03:13.130196,2025-08-31 13:52:13.130196,Delivered,79.3,129.88,232.04,25.26,425.66,-40.82,221,18-wheeler,0,0,38.257622,-112.468923,26.522687,-87.469737,Cloudy
4059,148,Driver_148,Denver,Houston,366.45,2025-08-29 07:03:13.130230,2025-08-30 21:03:13.130230,2025-08-30 23:14:13.130230,In Transit,173.41,179.0,191.38,19.9,681.63,117.94,205,Truck,0,0,39.286812,-76.432917,31.384552,-90.560227,Rain
4060,115,Driver_115,Denver,Miami,2499.71,2025-08-28 10:03:13.130267,2025-09-02 01:03:13.130267,2025-09-02 02:00:13.130267,Delivered,772.9,1255.28,87.27,99.0,5064.45,2850.0,224,Truck,0,0,41.650649,-101.898174,34.366862,-104.893842,Cloudy
4061,103,Driver_103,New York,Denver,257.03,2025-08-28 15:03:13.130321,2025-08-31 19:03:13.130321,2025-08-31 19:09:13.130321,Delivered,87.56,120.39,149.95,61.24,468.85,49.71,232,Truck,1,1,25.802516,-90.100871,30.620166,-90.434951,Snow
4062,145,Driver_145,Atlanta,Los Angeles,2323.14,2025-08-27 06:03:13.130359,2025-08-29 20:03:13.130359,2025-08-29 20:02:13.130359,Delivered,1090.24,957.94,129.94,14.23,4914.86,2722.51,230,Van,0,0,26.654419,-118.997111,26.74948,-70.552525,Rain
4063,114,Driver_114,Boston,New York,941.65,2025-08-29 04:03:13.130402,2025-09-02 19:03:13.130402,2025-09-02 19:00:13.130402,In Transit,408.88,407.01,204.66,11.03,2268.42,1236.84,204,Truck,2,2,38.524908,-84.79228,33.452548,-81.514479,Snow
4064,124,Driver_124,Dallas,Miami,1683.67,2025-08-27 08:03:13.130446,2025-08-31 03:03:13.130446,2025-08-31 04:31:13.130446,Delivered,626.32,571.75,209.77,37.28,3124.04,1678.92,216,18-wheeler,0,0,33.696986,-71.651021,35.721722,-91.274278,Cloudy
4065,102,Driver_102,Atlanta,Los Angeles,2394.12,2025-08-28 09:03:13.130480,2025-08-31 09:03:13.130480,2025-08-31 08:46:13.130480,Delivered,752.51,1372.83,147.38,99.91,4004.7,1632.07,247,Truck,0,0,36.014596,-119.387621,36.744965,-77.65824,Rain
4066,117,Driver_117,Denver,Chicago,219.33,2025-08-28 06:03:13.130513,2025-08-31 16:03:13.130513,2025-08-31 18:39:13.130513,Delivered,79.88,91.85,139.21,17.55,490.35,161.86,238,Van,1,1,38.678314,-112.272537,37.959293,-117.130596,Cloudy
4067,130,Driver_130,Denver,Atlanta,1532.46,2025-08-26 13:03:13.130548,2025-08-29 17:03:13.130548,2025-08-29 19:55:13.130548,Delayed,597.68,678.47,241.06,39.88,2678.42,1121.33,231,18-wheeler,1,1,26.312752,-101.604345,27.319638,-111.81218,Snow
4068,119,Driver_119,Atlanta,Los Angeles,2177.32,2025-08-27 09:03:13.130594,2025-08-28 10:03:13.130594,2025-08-28 12:21:13.130594,Delivered,1033.34,928.98,102.79,16.28,4076.04,1994.65,208,Van,1,1,29.733907,-115.938469,34.890075,-109.77088,Cloudy
4069,138,Driver_138,Seattle,Dallas,2439.54,2025-08-28 05:03:13.130628,2025-08-29 17:03:13.130628,2025-08-29 17:08:13.130628,In Transit,891.91,1253.23,127.48,36.54,4778.96,2469.8,202,18-wheeler,0,0,40.634788,-95.218586,27.18672,-114.706173,Rain
4070,106,Driver_106,Chicago,Boston,2303.19,2025-08-29 07:03:13.130678,2025-09-02 12:03:13.130678,2025-09-02 12:31:13.130678,Scheduled,859.93,828.88,69.22,16.78,4889.24,3114.43,230,Van,1,1,34.916562,-85.745659,39.911197,-78.504871,Cloudy
4071,105,Driver_105,Houston,New York,1198.63,2025-08-26 23:03:13.130712,2025-08-30 19:03:13.130712,2025-08-30 19:17:13.130712,Delivered,473.47,443.82,160.32,52.09,2918.11,1788.41,223,18-wheeler,0,0,25.344196,-93.537378,35.486399,-103.208583,Sunny
4072,139,Driver_139,Miami,Dallas,962.69,2025-08-27 17:03:13.130745,2025-08-29 16:03:13.130745,2025-08-29 18:07:13.130745,In Transit,359.04,457.83,184.94,82.75,1909.62,825.06,220,18-wheeler,0,0,39.55683,-74.430552,25.615083,-114.230406,Rain
4073,101,Driver_101,Miami,Seattle,2312.31,2025-08-26 22:03:13.130781,2025-08-28 03:03:13.130781,2025-08-28 04:36:13.130781,Delivered,938.13,1274.84,153.12,95.11,5629.4,3168.2,201,Truck,1,1,41.490601,-116.224089,32.983749,-74.536254,Snow
4074,108,Driver_108,Seattle,New York,1424.62,2025-08-28 19:03:13.130817,2025-09-01 06:03:13.130817,2025-09-01 08:35:13.130817,Delivered,531.35,596.41,222.11,30.68,3126.53,1745.98,214,Truck,0,0,41.554043,-104.50166,28.244568,-79.000127,Rain
4075,116,Driver_116,Boston,Atlanta,354.25,2025-08-28 01:03:13.130853,2025-08-30 21:03:13.130853,2025-08-30 23:43:13.130853,Scheduled,203.23,123.43,116.6,64.12,626.49,119.11,248,18-wheeler,0,0,28.553429,-108.388028,37.065249,-97.841624,Snow
4076,136,Driver_136,New York,Atlanta,2260.85,2025-08-27 19:03:13.130887,2025-08-31 22:03:13.130887,2025-08-31 22:38:13.130887,Delivered,1139.79,993.22,142.93,87.1,5261.32,2898.28,226,18-wheeler,0,0,33.37939,-109.460235,28.955799,-72.910104,Sunny
4077,142,Driver_142,Chicago,Houston,894.79,2025-08-28 15:03:13.130919,2025-08-31 15:03:13.130919,2025-08-31 15:18:13.130919,Delivered,362.26,329.77,105.13,49.84,1956.59,1109.59,210,Van,1,1,27.016246,-71.990054,39.788014,-104.893727,Rain
4078,124,Driver_124,Seattle,Dallas,1209.99,2025-08-28 06:03:13.130955,2025-09-02 02:03:13.130955,2025-09-02 03:35:13.130955,Delivered,658.35,599.88,290.65,40.76,2808.49,1218.85,236,18-wheeler,0,0,30.251796,-100.01253,35.154566,-76.084188,Rain
4079,110,Driver_110,Miami,Houston,1221.37,2025-08-28 05:03:13.130988,2025-09-01 19:03:13.130988,2025-09-01 21:06:13.130988,Delivered,511.67,482.56,204.76,76.42,2524.03,1248.62,215,Van,2,2,39.124516,-80.162061,38.955468,-96.215066,Cloudy
4080,109,Driver_109,Denver,Atlanta,2045.43,2025-08-27 22:03:13.131022,2025-08-31 21:03:13.131022,2025-08-31 23:39:13.131022,Delivered,917.04,707.92,89.16,35.67,4676.59,2926.8,218,Truck,0,0,27.842249,-84.032679,32.104836,-78.363744,Sunny
4081,114,Driver_114,Denver,Atlanta,286.24,2025-08-28 16:03:13.131055,2025-09-01 01:03:13.131055,2025-09-01 03:57:13.131055,Delivered,126.27,150.38,135.8,96.95,482.09,-27.31,205,Truck,2,2,35.094812,-94.848742,34.877907,-85.339964,Cloudy
4082,109,Driver_109,Denver,Boston,2460.14,2025-08-27 22:03:13.131088,2025-08-29 13:03:13.131088,2025-08-29 15:23:13.131088,Delivered,953.8,1225.97,267.09,96.32,5159.09,2615.91,213,Van,2,2,38.171532,-100.21763,35.054958,-71.94579,Rain
4083,105,Driver_105,Boston,Seattle,1489.14,2025-08-28 14:03:13.131123,2025-09-01 15:03:13.131123,2025-09-01 15:59:13.131123,Delayed,636.86,831.42,99.67,13.23,2456.56,875.38,243,Van,0,0,31.047414,-114.977569,32.557939,-117.502605,Snow
4084,121,Driver_121,Atlanta,Denver,1693.58,2025-08-27 19:03:13.131158,2025-08-30 21:03:13.131158,2025-08-30 21:53:13.131158,In Transit,546.28,874.12,158.77,40.71,3433.76,1813.88,241,18-wheeler,1,1,39.171283,-94.480407,31.36274,-108.521551,Rain
4085,147,Driver_147,Chicago,Seattle,1406.87,2025-08-28 12:03:13.131205,2025-09-01 04:03:13.131205,2025-09-01 03:33:13.131205,Delivered,465.16,495.96,286.62,22.35,3348.17,2078.08,231,18-wheeler,1,1,39.02017,-73.823326,34.982958,-96.238942,Cloudy
4086,145,Driver_145,Miami,Chicago,1667.37,2025-08-27 01:03:13.131240,2025-08-28 14:03:13.131240,2025-08-28 13:56:13.131240,In Transit,517.66,995.35,64.64,84.82,3906.81,2244.34,231,18-wheeler,0,0,34.237054,-79.029288,39.66795,-106.61471,Rain
4087,120,Driver_120,New York,Seattle,1859.95,2025-08-27 15:03:13.131273,2025-09-01 12:03:13.131273,2025-09-01 14:24:13.131273,In Transit,976.85,809.88,133.41,27.57,3483.43,1535.72,246,Truck,0,0,29.907475,-104.332167,27.79597,-81.875698,Sunny
4088,142,Driver_142,Miami,Atlanta,1784.88,2025-08-28 17:03:13.131307,2025-08-31 17:03:13.131307,2025-08-31 17:22:13.131307,Delivered,870.4,998.48,65.57,94.44,4048.78,2019.89,203,Van,0,0,36.319359,-99.919488,41.056159,-85.109815,Sunny
4089,148,Driver_148,New York,Dallas,381.51,2025-08-27 08:03:13.131347,2025-08-30 20:03:13.131347,2025-08-30 22:46:13.131347,In Transit,127.95,131.69,165.97,75.68,575.26,73.97,235,Truck,0,0,35.196391,-106.045709,29.784525,-115.51378,Cloudy
4090,102,Driver_102,Boston,Los Angeles,1920.71,2025-08-28 08:03:13.131394,2025-09-01 14:03:13.131394,2025-09-01 15:26:13.131394,Delivered,636.1,747.57,299.59,21.99,4068.73,2363.48,223,18-wheeler,0,0,38.876433,-102.033444,26.523119,-86.193399,Snow
4091,108,Driver_108,Chicago,Seattle,1021.98,2025-08-27 06:03:13.131429,2025-08-31 16:03:13.131429,2025-08-31 17:05:13.131429,Delivered,322.94,430.33,178.55,74.67,2294.92,1288.43,206,Truck,0,0,27.873461,-83.003058,33.810446,-115.500554,Rain
4092,137,Driver_137,Miami,Seattle,246.03,2025-08-26 22:03:13.131474,2025-08-28 18:03:13.131474,2025-08-28 20:44:13.131474,Delayed,75.54,112.41,206.88,21.84,527.23,110.56,230,Van,0,0,40.195014,-103.417957,38.525554,-106.356329,Cloudy
4093,121,Driver_121,Seattle,Dallas,718.94,2025-08-26 19:03:13.131520,2025-08-31 11:03:13.131520,2025-08-31 11:55:13.131520,Delayed,212.14,224.94,200.17,67.68,1733.12,1028.19,208,Van,0,0,25.924727,-78.324917,25.776102,-79.539044,Cloudy
4094,102,Driver_102,Denver,Atlanta,648.14,2025-08-26 11:03:13.131556,2025-08-28 13:03:13.131556,2025-08-28 14:15:13.131556,Delivered,248.94,229.56,104.34,35.22,1057.56,439.5,222,18-wheeler,1,1,35.301215,-118.337068,31.389917,-96.873691,Rain
4095,132,Driver_132,Houston,Dallas,585.32,2025-08-27 19:03:13.131593,2025-08-30 20:03:13.131593,2025-08-30 22:59:13.131593,Delayed,223.53,218.56,285.71,39.97,1275.3,507.53,206,Truck,0,0,35.543283,-72.364119,37.65811,-81.456654,Snow
4096,101,Driver_101,Miami,Denver,874.16,2025-08-29 00:03:13.131629,2025-09-01 13:03:13.131629,2025-09-01 16:01:13.131629,Scheduled,303.38,306.6,132.31,20.41,1319.77,557.07,240,18-wheeler,0,0,29.168176,-111.670961,32.505422,-93.578808,Cloudy
4097,116,Driver_116,New York,Los Angeles,844.2,2025-08-27 13:03:13.131690,2025-09-01 05:03:13.131690,2025-09-01 05:12:13.131690,Scheduled,298.45,291.24,174.69,63.03,1582.41,755.0,231,18-wheeler,1,1,41.40905,-87.382112,36.921001,-73.11519,Cloudy
4098,121,Driver_121,Chicago,Denver,2470.56,2025-08-27 12:03:13.131735,2025-08-29 23:03:13.131735,2025-08-30 01:43:13.131735,Delivered,1059.17,806.34,165.17,46.87,4696.48,2618.93,213,Van,0,0,28.122437,-78.335407,25.07016,-80.387589,Snow
4099,111,Driver_111,Houston,Dallas,368.25,2025-08-28 15:03:13.131771,2025-08-31 12:03:13.131771,2025-08-31 11:38:13.131771,Delivered,174.7,192.48,171.94,92.06,918.46,287.28,229,18-wheeler,0,0,40.327945,-79.128669,27.100435,-73.784277,Sunny
4100,149,Driver_149,Miami,Atlanta,1854.79,2025-08-28 23:03:13.131804,2025-09-01 21:03:13.131804,2025-09-01 23:08:13.131804,Delivered,902.69,579.84,59.11,11.83,4218.74,2665.27,214,Truck,1,1,38.034891,-96.917134,34.666902,-116.137093,Rain
4101,120,Driver_120,Boston,Denver,1254.59,2025-08-28 19:03:13.131839,2025-08-30 06:03:13.131839,2025-08-30 08:44:13.131839,In Transit,486.12,750.24,193.1,15.01,1993.51,549.04,230,Van,0,0,37.025629,-85.816438,35.137516,-111.63964,Rain
4102,120,Driver_120,Boston,Dallas,1673.67,2025-08-28 17:03:13.131872,2025-08-31 06:03:13.131872,2025-08-31 07:17:13.131872,Delivered,598.72,750.61,116.83,73.91,3830.22,2290.15,240,18-wheeler,2,2,40.4391,-101.643805,37.937229,-97.579793,Cloudy
4103,109,Driver_109,New York,Los Angeles,1106.58,2025-08-28 17:03:13.131905,2025-09-01 18:03:13.131905,2025-09-01 19:14:13.131905,Delivered,483.02,602.64,251.82,44.67,2369.27,987.12,215,Van,0,0,39.411109,-87.097168,27.007338,-103.845674,Rain
4104,123,Driver_123,Miami,Denver,1627.2,2025-08-27 23:03:13.131938,2025-08-31 12:03:13.131938,2025-08-31 13:17:13.131938,Delivered,966.82,971.87,237.16,17.49,3890.13,1696.79,206,Truck,0,0,31.513958,-70.879834,25.821349,-86.825906,Rain
4105,143,Driver_143,Dallas,Chicago,1324.81,2025-08-26 18:03:13.131974,2025-08-29 13:03:13.131974,2025-08-29 15:01:13.131974,Delivered,509.84,422.72,185.1,91.09,2047.51,838.76,209,Truck,0,0,40.459977,-105.430816,26.60168,-85.177663,Snow
4106,141,Driver_141,Boston,Chicago,293.94,2025-08-27 08:03:13.132010,2025-08-31 19:03:13.132010,2025-08-31 19:13:13.132010,In Transit,129.91,169.71,147.28,57.13,680.35,176.32,212,18-wheeler,2,2,34.870553,-116.557971,38.098625,-99.229734,Cloudy
4107,122,Driver_122,Atlanta,Chicago,309.72,2025-08-27 12:03:13.132042,2025-09-01 09:03:13.132042,2025-09-01 09:22:13.132042,Delivered,86.24,107.9,108.77,44.24,601.1,253.95,233,Truck,0,0,25.003645,-109.83313,33.004752,-118.612093,Sunny
4108,145,Driver_145,Miami,Dallas,240.33,2025-08-26 20:03:13.132075,2025-08-30 10:03:13.132075,2025-08-30 11:14:13.132075,Scheduled,120.83,79.98,250.29,59.44,590.19,79.65,240,18-wheeler,2,2,37.876593,-100.72395,25.874029,-113.930461,Rain
4109,110,Driver_110,Atlanta,Dallas,655.26,2025-08-29 05:03:13.132109,2025-09-02 18:03:13.132109,2025-09-02 18:05:13.132109,Delivered,296.87,327.47,81.76,19.65,1252.98,527.23,203,Van,0,0,28.144729,-77.709074,29.005825,-86.119116,Rain
4110,139,Driver_139,Seattle,Dallas,1244.11,2025-08-28 22:03:13.132145,2025-08-30 13:03:13.132145,2025-08-30 14:39:13.132145,Delivered,455.62,731.81,94.18,39.37,2552.06,1231.08,226,18-wheeler,1,1,30.710922,-91.793914,28.725595,-91.467256,Snow
4111,109,Driver_109,Seattle,Los Angeles,2475.45,2025-08-28 19:03:13.132194,2025-08-31 20:03:13.132194,2025-08-31 20:24:13.132194,In Transit,934.44,1115.8,158.23,12.46,3781.14,1560.21,245,Truck,0,0,31.090483,-71.90697,29.68842,-87.663749,Rain
4112,108,Driver_108,Chicago,Miami,1338.97,2025-08-28 01:03:13.132228,2025-08-30 02:03:13.132228,2025-08-30 02:53:13.132228,In Transit,480.41,503.93,269.75,13.91,3122.22,1854.22,249,Truck,0,0,35.00959,-87.272916,25.405751,-74.351308,Cloudy
4113,127,Driver_127,Chicago,Los Angeles,831.71,2025-08-28 03:03:13.132274,2025-08-31 07:03:13.132274,2025-08-31 07:04:13.132274,Delayed,265.54,459.03,262.73,57.12,1352.97,308.55,206,Truck,0,0,26.527419,-81.291938,34.663414,-101.166682,Cloudy
4114,146,Driver_146,Houston,Denver,1171.93,2025-08-26 19:03:13.132307,2025-08-31 17:03:13.132307,2025-08-31 19:45:13.132307,Delivered,419.29,436.91,82.27,22.01,1975.03,1014.55,227,Van,0,0,29.914062,-76.672135,29.641745,-103.305357,Rain
4115,105,Driver_105,Los Angeles,Boston,1483.34,2025-08-28 06:03:13.132347,2025-09-01 09:03:13.132347,2025-09-01 09:53:13.132347,Delivered,679.9,843.11,141.6,75.64,3361.89,1621.64,215,Van,0,0,41.91374,-92.573076,27.602358,-70.630883,Rain
4116,149,Driver_149,Houston,Atlanta,741.04,2025-08-27 11:03:13.132393,2025-08-31 11:03:13.132393,2025-08-31 12:55:13.132393,Delivered,257.14,228.48,93.7,51.99,1522.94,891.63,234,Truck,0,0,36.208943,-90.323899,33.655743,-97.754637,Cloudy
4117,125,Driver_125,Miami,Seattle,1464.75,2025-08-27 17:03:13.132438,2025-08-31 05:03:13.132438,2025-08-31 07:53:13.132438,Delivered,708.98,541.75,110.82,98.77,2490.97,1030.65,220,18-wheeler,0,0,32.794834,-96.488584,41.643297,-99.802663,Rain
4118,144,Driver_144,New York,Boston,1666.93,2025-08-29 06:03:13.132480,2025-08-31 18:03:13.132480,2025-08-31 20:42:13.132480,Delivered,603.84,953.11,142.48,69.9,3361.52,1592.19,215,Van,0,0,34.76624,-90.714582,30.004231,-93.993776,Cloudy
4119,145,Driver_145,Miami,New York,713.63,2025-08-26 10:03:13.132516,2025-08-30 10:03:13.132516,2025-08-30 11:47:13.132516,Delivered,206.68,346.14,120.6,84.71,1291.77,533.64,225,18-wheeler,0,0,26.617594,-79.749258,39.05799,-96.1546,Snow
4120,106,Driver_106,Houston,Miami,2187.98,2025-08-29 06:03:13.132566,2025-09-02 13:03:13.132566,2025-09-02 13:28:13.132566,Delayed,1013.91,893.45,182.4,76.82,4789.33,2622.75,246,Truck,1,1,39.164448,-113.459377,28.977549,-77.097222,Cloudy
4121,108,Driver_108,Dallas,Los Angeles,692.03,2025-08-28 21:03:13.132605,2025-09-01 08:03:13.132605,2025-09-01 08:07:13.132605,Delivered,213.48,311.36,81.35,22.91,1386.36,757.26,219,Van,0,0,30.030088,-104.851707,28.624009,-116.067021,Cloudy
4122,140,Driver_140,Los Angeles,Houston,702.43,2025-08-28 10:03:13.132652,2025-08-30 00:03:13.132652,2025-08-30 00:24:13.132652,Scheduled,233.88,415.22,238.18,17.13,1608.85,704.44,223,18-wheeler,1,1,27.737686,-116.155348,34.225543,-93.089914,Snow
4123,104,Driver_104,Seattle,Denver,1402.83,2025-08-27 10:03:13.132685,2025-08-31 19:03:13.132685,2025-08-31 20:19:13.132685,Delayed,464.03,639.69,63.84,76.91,2345.28,1100.81,232,Truck,0,0,27.995158,-105.142185,38.446217,-98.121342,Rain
4124,108,Driver_108,Miami,Chicago,1379.34,2025-08-27 16:03:13.132727,2025-08-30 00:03:13.132727,2025-08-30 00:44:13.132727,Delivered,556.87,721.33,286.98,23.28,2352.31,763.85,202,18-wheeler,0,0,34.631263,-103.513515,35.253411,-75.700453,Cloudy
4125,120,Driver_120,Boston,Dallas,1289.65,2025-08-27 02:03:13.132761,2025-08-30 19:03:13.132761,2025-08-30 21:01:13.132761,In Transit,709.59,423.52,276.42,49.92,2787.17,1327.72,203,Van,0,0,39.941834,-94.950457,31.705232,-118.536185,Snow
4126,148,Driver_148,Chicago,Atlanta,1920.7,2025-08-28 18:03:13.132807,2025-08-29 19:03:13.132807,2025-08-29 19:50:13.132807,Delivered,652.32,1055.83,187.04,98.64,2940.53,946.7,211,Van,1,1,40.543582,-94.050258,29.894668,-75.458173,Snow
4127,106,Driver_106,Atlanta,Miami,1570.83,2025-08-28 04:03:13.132866,2025-09-01 11:03:13.132866,2025-09-01 13:42:13.132866,Delivered,767.17,756.97,285.31,77.83,2367.51,480.23,224,Truck,0,0,35.638297,-116.574412,36.084739,-110.989376,Cloudy
4128,149,Driver_149,New York,Dallas,1137.8,2025-08-26 23:03:13.132917,2025-08-31 09:03:13.132917,2025-08-31 10:28:13.132917,Scheduled,609.47,510.46,247.32,10.98,2051.01,672.78,230,Van,0,0,33.400297,-114.949178,26.409366,-85.524523,Rain
4129,104,Driver_104,Houston,Atlanta,1305.51,2025-08-27 17:03:13.132951,2025-08-29 17:03:13.132951,2025-08-29 17:55:13.132951,Delivered,527.8,559.02,241.74,91.59,2957.38,1537.23,205,Truck,0,0,41.751621,-75.399605,25.633739,-98.728018,Sunny
4130,143,Driver_143,Houston,Dallas,1708.76,2025-08-28 11:03:13.132984,2025-08-30 06:03:13.132984,2025-08-30 06:39:13.132984,Scheduled,608.63,818.85,196.87,49.6,2776.79,1102.84,248,18-wheeler,1,1,28.824618,-112.137885,28.89204,-101.271734,Sunny
4131,127,Driver_127,Denver,Dallas,1276.54,2025-08-29 01:03:13.133020,2025-08-31 17:03:13.133020,2025-08-31 18:35:13.133020,Delivered,494.74,636.11,289.85,54.43,2716.54,1241.41,213,Van,2,2,25.523919,-87.992511,35.735867,-115.022792,Sunny
4132,102,Driver_102,Denver,Boston,2497.55,2025-08-26 18:03:13.133053,2025-08-31 13:03:13.133053,2025-08-31 15:03:13.133053,Delivered,1020.94,1401.06,180.32,83.22,4063.86,1378.32,201,Truck,0,0,40.461853,-91.545618,39.804196,-75.600674,Cloudy
4133,106,Driver_106,Atlanta,Seattle,1042.77,2025-08-29 02:03:13.133086,2025-09-01 05:03:13.133086,2025-09-01 06:14:13.133086,Scheduled,468.12,391.06,113.6,32.79,2477.72,1472.15,248,18-wheeler,0,0,28.874716,-108.823067,37.684587,-87.120393,Sunny
4134,126,Driver_126,Dallas,Denver,2029.53,2025-08-28 00:03:13.133121,2025-09-01 22:03:13.133121,2025-09-01 22:58:13.133121,Scheduled,793.79,907.75,215.31,74.45,4545.13,2553.83,250,18-wheeler,0,0,25.345734,-85.795494,32.622727,-114.599883,Sunny
4135,145,Driver_145,New York,Denver,1247.65,2025-08-29 04:03:13.133154,2025-08-30 06:03:13.133154,2025-08-30 06:35:13.133154,In Transit,463.03,507.65,194.75,22.43,2646.91,1459.05,212,18-wheeler,1,1,28.377522,-76.51649,37.814645,-99.214685,Cloudy
4136,120,Driver_120,Denver,Seattle,966.64,2025-08-28 23:03:13.133187,2025-09-01 17:03:13.133187,2025-09-01 17:16:13.133187,In Transit,407.96,324.49,110.12,52.23,1739.87,845.07,239,18-wheeler,2,2,32.013631,-99.636192,39.103721,-94.058401,Sunny
4137,145,Driver_145,Los Angeles,New York,1406.6,2025-08-28 22:03:13.133223,2025-08-31 22:03:13.133223,2025-08-31 22:00:13.133223,In Transit,492.22,554.65,150.24,15.28,2200.83,988.44,235,Truck,0,0,27.550649,-113.359635,25.355497,-104.205531,Sunny
4138,147,Driver_147,New York,Denver,1895.49,2025-08-28 07:03:13.133258,2025-08-29 23:03:13.133258,2025-08-29 22:58:13.133258,Delivered,852.36,867.22,166.15,19.32,3788.88,1883.83,243,Van,0,0,41.666501,-112.992659,25.52513,-72.040483,Snow
4139,104,Driver_104,New York,Houston,2217.39,2025-08-28 07:03:13.133294,2025-09-01 17:03:13.133294,2025-09-01 17:37:13.133294,Delivered,755.63,1312.79,232.57,67.55,5053.98,2685.44,217,18-wheeler,2,2,38.130006,-102.311292,29.4271,-116.685455,Rain
4140,150,Driver_150,New York,Atlanta,471.36,2025-08-27 21:03:13.133350,2025-08-30 10:03:13.133350,2025-08-30 13:00:13.133350,Delivered,135.81,207.65,60.33,56.4,1149.21,689.02,239,18-wheeler,0,0,29.555335,-96.425289,29.534079,-80.231537,Cloudy
4141,114,Driver_114,Seattle,Houston,1191.19,2025-08-28 07:03:13.133383,2025-09-02 02:03:13.133383,2025-09-02 04:03:13.133383,Scheduled,470.44,585.17,96.85,78.52,2865.07,1634.09,209,Truck,2,2,30.615086,-78.649017,40.778301,-103.833051,Cloudy
4142,114,Driver_114,Houston,Dallas,2194.68,2025-08-26 21:03:13.133421,2025-08-28 20:03:13.133421,2025-08-28 22:05:13.133421,Delivered,832.13,931.2,182.43,26.89,4996.54,3023.89,219,Van,0,0,31.98083,-79.768874,28.599071,-118.189036,Rain
4143,123,Driver_123,Boston,Dallas,1010.76,2025-08-27 20:03:13.133456,2025-09-01 03:03:13.133456,2025-09-01 04:41:13.133456,Delivered,415.46,419.72,145.19,96.24,2378.47,1301.86,202,18-wheeler,0,0,29.671641,-75.561836,40.410337,-99.71902,Snow
4144,109,Driver_109,Chicago,New York,1825.81,2025-08-27 03:03:13.133488,2025-08-29 15:03:13.133488,2025-08-29 15:58:13.133488,In Transit,1088.8,647.44,208.23,85.62,4501.5,2471.41,211,Van,1,1,28.677111,-110.952068,31.409507,-81.439364,Sunny
4145,141,Driver_141,Seattle,Boston,1025.39,2025-08-28 16:03:13.133539,2025-08-30 22:03:13.133539,2025-08-30 21:50:13.133539,Delivered,627.84,378.68,232.31,28.15,1832.08,565.1,216,18-wheeler,2,2,32.93692,-114.007528,35.187644,-89.754049,Sunny
4146,139,Driver_139,Miami,Atlanta,1433.09,2025-08-27 05:03:13.133573,2025-08-31 00:03:13.133573,2025-08-31 02:49:13.133573,Delayed,430.05,445.21,257.02,20.15,2352.55,1200.12,201,Truck,2,2,29.332868,-70.772817,32.487191,-89.207606,Cloudy
4147,143,Driver_143,Los Angeles,Miami,593.06,2025-08-27 07:03:13.133623,2025-08-28 15:03:13.133623,2025-08-28 16:36:13.133623,Delivered,273.63,333.78,63.9,13.85,1154.4,469.24,238,Van,0,0,28.703978,-91.551251,28.677937,-108.926961,Sunny
4148,131,Driver_131,Houston,Miami,2038.59,2025-08-28 21:03:13.133656,2025-09-02 03:03:13.133656,2025-09-02 04:00:13.133656,In Transit,1147.87,997.37,152.09,49.69,3682.32,1335.3,220,18-wheeler,0,0,31.109746,-96.562413,40.135186,-83.032805,Snow
4149,132,Driver_132,Chicago,Los Angeles,1612.14,2025-08-29 05:03:13.133693,2025-09-02 19:03:13.133693,2025-09-02 19:29:13.133693,In Transit,626.76,956.88,281.61,27.44,3820.94,1928.25,210,Van,2,2,28.46566,-85.090116,27.113021,-81.712087,Cloudy
4150,138,Driver_138,New York,Miami,403.85,2025-08-27 20:03:13.133727,2025-08-30 22:03:13.133727,2025-08-31 00:07:13.133727,Delivered,169.56,237.89,133.45,62.75,853.44,249.79,244,Van,0,0,27.742208,-76.485139,36.241269,-85.472265,Snow
4151,134,Driver_134,Atlanta,Chicago,1335.91,2025-08-26 17:03:13.133760,2025-08-29 16:03:13.133760,2025-08-29 15:33:13.133760,Delivered,347.27,436.93,130.4,41.51,2636.2,1680.09,204,Truck,2,2,36.196409,-97.895409,33.509811,-108.40318,Sunny
4152,108,Driver_108,Atlanta,Dallas,1470.3,2025-08-29 02:03:13.133808,2025-08-31 20:03:13.133808,2025-08-31 23:03:13.133808,Delivered,546.25,772.14,183.98,14.52,2511.79,994.9,212,18-wheeler,0,0,37.633775,-83.907866,28.546777,-99.418579,Sunny
4153,108,Driver_108,Houston,Chicago,1778.72,2025-08-26 18:03:13.133844,2025-08-28 16:03:13.133844,2025-08-28 18:51:13.133844,In Transit,693.32,885.64,155.0,49.41,3711.88,1928.51,246,Truck,0,0,29.010347,-90.605548,34.527329,-90.913629,Rain
4154,134,Driver_134,Atlanta,Miami,1817.5,2025-08-28 02:03:13.133895,2025-08-30 18:03:13.133895,2025-08-30 20:38:13.133895,Delivered,872.82,1038.47,296.06,67.54,4252.14,1977.25,210,Van,2,2,28.984904,-103.30309,27.877219,-93.792714,Snow
